age,sex,date,state,district,ethnicity,population,year
55-59,female,2020-01-01,Johor,Johor Bahru,bumi_malay,17.0,2020
55-59,female,2020-01-01,Johor,Johor Bahru,bumi_other,0.4,2020
55-59,female,2020-01-01,Johor,Johor Bahru,chinese,15.8,2020
55-59,female,2020-01-01,Johor,Johor Bahru,indian,3.2,2020
55-59,female,2020-01-01,Johor,Johor Bahru,other_citizen,0.1,2020
55-59,female,2020-01-01,Johor,Johor Bahru,other_noncitizen,0.9,2020
60-64,female,2020-01-01,Johor,Johor Bahru,overall,32.8,2020
60-64,female,2020-01-01,Johor,Johor Bahru,bumi_malay,14.2,2020
60-64,female,2020-01-01,Johor,Johor Bahru,bumi_other,0.3,2020
60-64,female,2020-01-01,Johor,Johor Bahru,chinese,14.7,2020
60-64,female,2020-01-01,Johor,Johor Bahru,indian,2.9,2020
60-64,female,2020-01-01,Johor,Johor Bahru,other_citizen,0.1,2020
60-64,female,2020-01-01,Johor,Johor Bahru,other_noncitizen,0.7,2020
65-69,female,2020-01-01,Johor,Johor Bahru,overall,19.8,2020
65-69,female,2020-01-01,Johor,Johor Bahru,bumi_malay,8.8,2020
65-69,female,2020-01-01,Johor,Johor Bahru,bumi_other,0.3,2020
65-69,female,2020-01-01,Johor,Johor Bahru,chinese,6.8,2020
65-69,female,2020-01-01,Johor,Johor Bahru,indian,2.0,2020
65-69,female,2020-01-01,Johor,Johor Bahru,other_citizen,0.1,2020
65-69,female,2020-01-01,Johor,Johor Bahru,other_noncitizen,1.8,2020
70-74,female,2020-01-01,Johor,Johor Bahru,overall,13.9,2020
70-74,female,2020-01-01,Johor,Johor Bahru,bumi_malay,6.0,2020
70-74,female,2020-01-01,Johor,Johor Bahru,bumi_other,0.2,2020
70-74,female,2020-01-01,Johor,Johor Bahru,chinese,5.2,2020
70-74,female,2020-01-01,Johor,Johor Bahru,indian,1.2,2020
70-74,female,2020-01-01,Johor,Johor Bahru,other_citizen,0.1,2020
70-74,female,2020-01-01,Johor,Johor Bahru,other_noncitizen,1.1,2020
75-79,female,2020-01-01,Johor,Johor Bahru,overall,8.2,2020
75-79,female,2020-01-01,Johor,Johor Bahru,bumi_malay,3.5,2020
75-79,female,2020-01-01,Johor,Johor Bahru,bumi_other,0.1,2020
75-79,female,2020-01-01,Johor,Johor Bahru,chinese,3.3,2020
75-79,female,2020-01-01,Johor,Johor Bahru,indian,0.7,2020
75-79,female,2020-01-01,Johor,Johor Bahru,other_citizen,0.0,2020
75-79,female,2020-01-01,Johor,Johor Bahru,other_noncitizen,0.6,2020
80-84,female,2020-01-01,Johor,Johor Bahru,overall,5.3,2020
80-84,female,2020-01-01,Johor,Johor Bahru,bumi_malay,2.2,2020
80-84,female,2020-01-01,Johor,Johor Bahru,bumi_other,0.1,2020
80-84,female,2020-01-01,Johor,Johor Bahru,chinese,2.0,2020
80-84,female,2020-01-01,Johor,Johor Bahru,indian,0.3,2020
80-84,female,2020-01-01,Johor,Johor Bahru,other_citizen,0.0,2020
80-84,female,2020-01-01,Johor,Johor Bahru,other_noncitizen,0.6,2020
85+,female,2020-01-01,Johor,Johor Bahru,overall,3.7,2020
85+,female,2020-01-01,Johor,Johor Bahru,bumi_malay,1.7,2020
85+,female,2020-01-01,Johor,Johor Bahru,bumi_other,0.2,2020
85+,female,2020-01-01,Johor,Johor Bahru,chinese,1.0,2020
85+,female,2020-01-01,Johor,Johor Bahru,indian,0.3,2020
85+,female,2020-01-01,Johor,Johor Bahru,other_citizen,0.0,2020
85+,female,2020-01-01,Johor,Johor Bahru,other_noncitizen,0.6,2020
overall,male,2020-01-01,Johor,Johor Bahru,overall,907.3,2020
overall,male,2020-01-01,Johor,Johor Bahru,bumi_malay,406.6,2020
overall,male,2020-01-01,Johor,Johor Bahru,bumi_other,17.1,2020
overall,male,2020-01-01,Johor,Johor Bahru,chinese,311.7,2020
overall,male,2020-01-01,Johor,Johor Bahru,indian,73.1,2020
overall,male,2020-01-01,Johor,Johor Bahru,other_citizen,5.6,2020
overall,male,2020-01-01,Johor,Johor Bahru,other_noncitizen,93.1,2020
0-4,male,2020-01-01,Johor,Johor Bahru,overall,78.7,2020
0-4,male,2020-01-01,Johor,Johor Bahru,bumi_malay,45.5,2020
0-4,male,2020-01-01,Johor,Johor Bahru,bumi_other,1.7,2020
0-4,male,2020-01-01,Johor,Johor Bahru,chinese,24.5,2020
0-4,male,2020-01-01,Johor,Johor Bahru,indian,6.1,2020
0-4,male,2020-01-01,Johor,Johor Bahru,other_citizen,0.4,2020
0-4,male,2020-01-01,Johor,Johor Bahru,other_noncitizen,0.5,2020
5-9,male,2020-01-01,Johor,Johor Bahru,overall,77.3,2020
5-9,male,2020-01-01,Johor,Johor Bahru,bumi_malay,41.5,2020
5-9,male,2020-01-01,Johor,Johor Bahru,bumi_other,1.6,2020
5-9,male,2020-01-01,Johor,Johor Bahru,chinese,26.4,2020
5-9,male,2020-01-01,Johor,Johor Bahru,indian,6.8,2020
5-9,male,2020-01-01,Johor,Johor Bahru,other_citizen,0.3,2020
5-9,male,2020-01-01,Johor,Johor Bahru,other_noncitizen,0.6,2020
10-14,male,2020-01-01,Johor,Johor Bahru,overall,73.6,2020
10-14,male,2020-01-01,Johor,Johor Bahru,bumi_malay,38.1,2020
10-14,male,2020-01-01,Johor,Johor Bahru,bumi_other,1.6,2020
10-14,male,2020-01-01,Johor,Johor Bahru,chinese,26.2,2020
10-14,male,2020-01-01,Johor,Johor Bahru,indian,6.9,2020
10-14,male,2020-01-01,Johor,Johor Bahru,other_citizen,0.4,2020
10-14,male,2020-01-01,Johor,Johor Bahru,other_noncitizen,0.4,2020
15-19,male,2020-01-01,Johor,Johor Bahru,overall,74.8,2020
15-19,male,2020-01-01,Johor,Johor Bahru,bumi_malay,36.2,2020
15-19,male,2020-01-01,Johor,Johor Bahru,bumi_other,1.6,2020
15-19,male,2020-01-01,Johor,Johor Bahru,chinese,24.8,2020
15-19,male,2020-01-01,Johor,Johor Bahru,indian,6.3,2020
15-19,male,2020-01-01,Johor,Johor Bahru,other_citizen,1.4,2020
15-19,male,2020-01-01,Johor,Johor Bahru,other_noncitizen,4.5,2020
20-24,male,2020-01-01,Johor,Johor Bahru,overall,89.2,2020
20-24,male,2020-01-01,Johor,Johor Bahru,bumi_malay,35.6,2020
20-24,male,2020-01-01,Johor,Johor Bahru,bumi_other,0.9,2020
20-24,male,2020-01-01,Johor,Johor Bahru,chinese,26.7,2020
20-24,male,2020-01-01,Johor,Johor Bahru,indian,6.1,2020
20-24,male,2020-01-01,Johor,Johor Bahru,other_citizen,0.6,2020
20-24,male,2020-01-01,Johor,Johor Bahru,other_noncitizen,19.2,2020
25-29,male,2020-01-01,Johor,Johor Bahru,overall,83.5,2020
25-29,male,2020-01-01,Johor,Johor Bahru,bumi_malay,31.5,2020
25-29,male,2020-01-01,Johor,Johor Bahru,bumi_other,0.7,2020
25-29,male,2020-01-01,Johor,Johor Bahru,chinese,24.2,2020
25-29,male,2020-01-01,Johor,Johor Bahru,indian,5.5,2020
25-29,male,2020-01-01,Johor,Johor Bahru,other_citizen,0.1,2020
25-29,male,2020-01-01,Johor,Johor Bahru,other_noncitizen,21.4,2020
30-34,male,2020-01-01,Johor,Johor Bahru,overall,76.8,2020
30-34,male,2020-01-01,Johor,Johor Bahru,bumi_malay,32.1,2020
30-34,male,2020-01-01,Johor,Johor Bahru,bumi_other,1.7,2020
30-34,male,2020-01-01,Johor,Johor Bahru,chinese,23.1,2020
30-34,male,2020-01-01,Johor,Johor Bahru,indian,5.5,2020
30-34,male,2020-01-01,Johor,Johor Bahru,other_citizen,0.3,2020
30-34,male,2020-01-01,Johor,Johor Bahru,other_noncitizen,14.1,2020
35-39,male,2020-01-01,Johor,Johor Bahru,overall,71.0,2020
35-39,male,2020-01-01,Johor,Johor Bahru,bumi_malay,29.8,2020
35-39,male,2020-01-01,Johor,Johor Bahru,bumi_other,1.9,2020
35-39,male,2020-01-01,Johor,Johor Bahru,chinese,23.2,2020
35-39,male,2020-01-01,Johor,Johor Bahru,indian,6.1,2020
35-39,male,2020-01-01,Johor,Johor Bahru,other_citizen,0.1,2020
35-39,male,2020-01-01,Johor,Johor Bahru,other_noncitizen,9.8,2020
40-44,male,2020-01-01,Johor,Johor Bahru,overall,59.4,2020
40-44,male,2020-01-01,Johor,Johor Bahru,bumi_malay,23.4,2020
40-44,male,2020-01-01,Johor,Johor Bahru,bumi_other,1.7,2020
40-44,male,2020-01-01,Johor,Johor Bahru,chinese,21.7,2020
40-44,male,2020-01-01,Johor,Johor Bahru,indian,5.6,2020
40-44,male,2020-01-01,Johor,Johor Bahru,other_citizen,0.5,2020
40-44,male,2020-01-01,Johor,Johor Bahru,other_noncitizen,6.4,2020
45-49,male,2020-01-01,Johor,Johor Bahru,overall,51.9,2020
45-49,male,2020-01-01,Johor,Johor Bahru,bumi_malay,20.6,2020
45-49,male,2020-01-01,Johor,Johor Bahru,bumi_other,1.2,2020
45-49,male,2020-01-01,Johor,Johor Bahru,chinese,20.9,2020
45-49,male,2020-01-01,Johor,Johor Bahru,indian,4.3,2020
45-49,male,2020-01-01,Johor,Johor Bahru,other_citizen,0.4,2020
45-49,male,2020-01-01,Johor,Johor Bahru,other_noncitizen,4.5,2020
50-54,male,2020-01-01,Johor,Johor Bahru,overall,45.8,2020
50-54,male,2020-01-01,Johor,Johor Bahru,bumi_malay,18.8,2020
50-54,male,2020-01-01,Johor,Johor Bahru,bumi_other,0.8,2020
50-54,male,2020-01-01,Johor,Johor Bahru,chinese,19.1,2020
50-54,male,2020-01-01,Johor,Johor Bahru,indian,3.9,2020
50-54,male,2020-01-01,Johor,Johor Bahru,other_citizen,0.2,2020
50-54,male,2020-01-01,Johor,Johor Bahru,other_noncitizen,3.0,2020
55-59,male,2020-01-01,Johor,Johor Bahru,overall,41.9,2020
55-59,male,2020-01-01,Johor,Johor Bahru,bumi_malay,17.6,2020
55-59,male,2020-01-01,Johor,Johor Bahru,bumi_other,0.5,2020
55-59,male,2020-01-01,Johor,Johor Bahru,chinese,17.9,2020
55-59,male,2020-01-01,Johor,Johor Bahru,indian,3.5,2020
55-59,male,2020-01-01,Johor,Johor Bahru,other_citizen,0.1,2020
55-59,male,2020-01-01,Johor,Johor Bahru,other_noncitizen,2.3,2020
60-64,male,2020-01-01,Johor,Johor Bahru,overall,33.4,2020
60-64,male,2020-01-01,Johor,Johor Bahru,bumi_malay,14.0,2020
60-64,male,2020-01-01,Johor,Johor Bahru,bumi_other,0.4,2020
60-64,male,2020-01-01,Johor,Johor Bahru,chinese,14.7,2020
60-64,male,2020-01-01,Johor,Johor Bahru,indian,2.5,2020
60-64,male,2020-01-01,Johor,Johor Bahru,other_citizen,0.3,2020
60-64,male,2020-01-01,Johor,Johor Bahru,other_noncitizen,1.5,2020
65-69,male,2020-01-01,Johor,Johor Bahru,overall,19.3,2020
65-69,male,2020-01-01,Johor,Johor Bahru,bumi_malay,8.8,2020
65-69,male,2020-01-01,Johor,Johor Bahru,bumi_other,0.3,2020
65-69,male,2020-01-01,Johor,Johor Bahru,chinese,6.6,2020
65-69,male,2020-01-01,Johor,Johor Bahru,indian,1.7,2020
65-69,male,2020-01-01,Johor,Johor Bahru,other_citizen,0.3,2020
65-69,male,2020-01-01,Johor,Johor Bahru,other_noncitizen,1.7,2020
70-74,male,2020-01-01,Johor,Johor Bahru,overall,13.4,2020
70-74,male,2020-01-01,Johor,Johor Bahru,bumi_malay,6.0,2020
70-74,male,2020-01-01,Johor,Johor Bahru,bumi_other,0.2,2020
70-74,male,2020-01-01,Johor,Johor Bahru,chinese,5.1,2020
70-74,male,2020-01-01,Johor,Johor Bahru,indian,1.0,2020
70-74,male,2020-01-01,Johor,Johor Bahru,other_citizen,0.0,2020
70-74,male,2020-01-01,Johor,Johor Bahru,other_noncitizen,1.1,2020
75-79,male,2020-01-01,Johor,Johor Bahru,overall,7.7,2020
75-79,male,2020-01-01,Johor,Johor Bahru,bumi_malay,3.2,2020
75-79,male,2020-01-01,Johor,Johor Bahru,bumi_other,0.2,2020
75-79,male,2020-01-01,Johor,Johor Bahru,chinese,3.1,2020
75-79,male,2020-01-01,Johor,Johor Bahru,indian,0.6,2020
75-79,male,2020-01-01,Johor,Johor Bahru,other_citizen,0.0,2020
75-79,male,2020-01-01,Johor,Johor Bahru,other_noncitizen,0.6,2020
80-84,male,2020-01-01,Johor,Johor Bahru,overall,5.0,2020
80-84,male,2020-01-01,Johor,Johor Bahru,bumi_malay,1.9,2020
80-84,male,2020-01-01,Johor,Johor Bahru,bumi_other,0.1,2020
80-84,male,2020-01-01,Johor,Johor Bahru,chinese,2.1,2020
80-84,male,2020-01-01,Johor,Johor Bahru,indian,0.3,2020
80-84,male,2020-01-01,Johor,Johor Bahru,other_citizen,0.0,2020
80-84,male,2020-01-01,Johor,Johor Bahru,other_noncitizen,0.7,2020
85+,male,2020-01-01,Johor,Johor Bahru,overall,4.6,2020
85+,male,2020-01-01,Johor,Johor Bahru,bumi_malay,1.9,2020
85+,male,2020-01-01,Johor,Johor Bahru,bumi_other,0.1,2020
85+,male,2020-01-01,Johor,Johor Bahru,chinese,1.3,2020
85+,male,2020-01-01,Johor,Johor Bahru,indian,0.4,2020
85+,male,2020-01-01,Johor,Johor Bahru,other_citizen,0.0,2020
85+,male,2020-01-01,Johor,Johor Bahru,other_noncitizen,0.8,2020
overall,both,2020-01-01,Johor,Kluang,overall,323.8,2020
overall,both,2020-01-01,Johor,Kluang,bumi_malay,166.6,2020
overall,both,2020-01-01,Johor,Kluang,bumi_other,4.8,2020
overall,both,2020-01-01,Johor,Kluang,chinese,92.3,2020
overall,both,2020-01-01,Johor,Kluang,indian,24.8,2020
overall,both,2020-01-01,Johor,Kluang,other_citizen,1.4,2020
overall,both,2020-01-01,Johor,Kluang,other_noncitizen,33.8,2020
0-4,both,2020-01-01,Johor,Kluang,overall,19.7,2020
0-4,both,2020-01-01,Johor,Kluang,bumi_malay,13.5,2020
0-4,both,2020-01-01,Johor,Kluang,bumi_other,0.6,2020
0-4,both,2020-01-01,Johor,Kluang,chinese,4.2,2020
0-4,both,2020-01-01,Johor,Kluang,indian,1.2,2020
0-4,both,2020-01-01,Johor,Kluang,other_citizen,0.0,2020
0-4,both,2020-01-01,Johor,Kluang,other_noncitizen,0.0,2020
5-9,both,2020-01-01,Johor,Kluang,overall,26.9,2020
5-9,both,2020-01-01,Johor,Kluang,bumi_malay,16.4,2020
5-9,both,2020-01-01,Johor,Kluang,bumi_other,0.6,2020
5-9,both,2020-01-01,Johor,Kluang,chinese,7.7,2020
5-9,both,2020-01-01,Johor,Kluang,indian,2.0,2020
5-9,both,2020-01-01,Johor,Kluang,other_citizen,0.0,2020
5-9,both,2020-01-01,Johor,Kluang,other_noncitizen,0.1,2020
10-14,both,2020-01-01,Johor,Kluang,overall,28.6,2020
10-14,both,2020-01-01,Johor,Kluang,bumi_malay,16.7,2020
10-14,both,2020-01-01,Johor,Kluang,bumi_other,0.5,2020
10-14,both,2020-01-01,Johor,Kluang,chinese,9.0,2020
10-14,both,2020-01-01,Johor,Kluang,indian,2.2,2020
10-14,both,2020-01-01,Johor,Kluang,other_citizen,0.1,2020
10-14,both,2020-01-01,Johor,Kluang,other_noncitizen,0.1,2020
15-19,both,2020-01-01,Johor,Kluang,overall,27.7,2020
15-19,both,2020-01-01,Johor,Kluang,bumi_malay,15.3,2020
15-19,both,2020-01-01,Johor,Kluang,bumi_other,0.5,2020
15-19,both,2020-01-01,Johor,Kluang,chinese,7.6,2020
15-19,both,2020-01-01,Johor,Kluang,indian,2.3,2020
15-19,both,2020-01-01,Johor,Kluang,other_citizen,0.4,2020
15-19,both,2020-01-01,Johor,Kluang,other_noncitizen,1.6,2020
20-24,both,2020-01-01,Johor,Kluang,overall,32.5,2020
20-24,both,2020-01-01,Johor,Kluang,bumi_malay,14.9,2020
20-24,both,2020-01-01,Johor,Kluang,bumi_other,0.3,2020
20-24,both,2020-01-01,Johor,Kluang,chinese,8.0,2020
20-24,both,2020-01-01,Johor,Kluang,indian,2.2,2020
20-24,both,2020-01-01,Johor,Kluang,other_citizen,0.2,2020
20-24,both,2020-01-01,Johor,Kluang,other_noncitizen,6.9,2020
25-29,both,2020-01-01,Johor,Kluang,overall,30.7,2020
25-29,both,2020-01-01,Johor,Kluang,bumi_malay,13.4,2020
25-29,both,2020-01-01,Johor,Kluang,bumi_other,0.2,2020
25-29,both,2020-01-01,Johor,Kluang,chinese,7.5,2020
25-29,both,2020-01-01,Johor,Kluang,indian,2.1,2020
25-29,both,2020-01-01,Johor,Kluang,other_citizen,0.1,2020
25-29,both,2020-01-01,Johor,Kluang,other_noncitizen,7.5,2020
30-34,both,2020-01-01,Johor,Kluang,overall,28.0,2020
30-34,both,2020-01-01,Johor,Kluang,bumi_malay,13.5,2020
30-34,both,2020-01-01,Johor,Kluang,bumi_other,0.4,2020
30-34,both,2020-01-01,Johor,Kluang,chinese,7.1,2020
30-34,both,2020-01-01,Johor,Kluang,indian,1.9,2020
30-34,both,2020-01-01,Johor,Kluang,other_citizen,0.1,2020
30-34,both,2020-01-01,Johor,Kluang,other_noncitizen,5.0,2020
35-39,both,2020-01-01,Johor,Kluang,overall,26.1,2020
35-39,both,2020-01-01,Johor,Kluang,bumi_malay,12.9,2020
35-39,both,2020-01-01,Johor,Kluang,bumi_other,0.5,2020
35-39,both,2020-01-01,Johor,Kluang,chinese,7.0,2020
35-39,both,2020-01-01,Johor,Kluang,indian,2.2,2020
35-39,both,2020-01-01,Johor,Kluang,other_citizen,0.0,2020
35-39,both,2020-01-01,Johor,Kluang,other_noncitizen,3.5,2020
40-44,both,2020-01-01,Johor,Kluang,overall,21.2,2020
40-44,both,2020-01-01,Johor,Kluang,bumi_malay,9.9,2020
40-44,both,2020-01-01,Johor,Kluang,bumi_other,0.4,2020
40-44,both,2020-01-01,Johor,Kluang,chinese,6.6,2020
40-44,both,2020-01-01,Johor,Kluang,indian,2.0,2020
40-44,both,2020-01-01,Johor,Kluang,other_citizen,0.1,2020
40-44,both,2020-01-01,Johor,Kluang,other_noncitizen,2.3,2020
45-49,both,2020-01-01,Johor,Kluang,overall,19.0,2020
45-49,both,2020-01-01,Johor,Kluang,bumi_malay,8.9,2020
45-49,both,2020-01-01,Johor,Kluang,bumi_other,0.3,2020
45-49,both,2020-01-01,Johor,Kluang,chinese,6.4,2020
45-49,both,2020-01-01,Johor,Kluang,indian,1.6,2020
45-49,both,2020-01-01,Johor,Kluang,other_citizen,0.1,2020
45-49,both,2020-01-01,Johor,Kluang,other_noncitizen,1.6,2020
50-54,both,2020-01-01,Johor,Kluang,overall,17.0,2020
50-54,both,2020-01-01,Johor,Kluang,bumi_malay,8.3,2020
50-54,both,2020-01-01,Johor,Kluang,bumi_other,0.2,2020
50-54,both,2020-01-01,Johor,Kluang,chinese,5.9,2020
50-54,both,2020-01-01,Johor,Kluang,indian,1.4,2020
