age,sex,date,state,ethnicity,population,year
65-69,female,2020-01-01,Perak,overall_ethnicity,47.2,2020
70-74,female,2020-01-01,Perak,overall_ethnicity,33.6,2020
75-79,female,2020-01-01,Perak,overall_ethnicity,18.5,2020
80-84,female,2020-01-01,Perak,overall_ethnicity,12.8,2020
85+,female,2020-01-01,Perak,overall_ethnicity,8.0,2020
overall_age,overall_sex,2020-01-01,Perlis,overall_ethnicity,284.9,2020
0-4,overall_sex,2020-01-01,Perlis,overall_ethnicity,19.1,2020
5-9,overall_sex,2020-01-01,Perlis,overall_ethnicity,19.4,2020
10-14,overall_sex,2020-01-01,Perlis,overall_ethnicity,19.7,2020
15-19,overall_sex,2020-01-01,Perlis,overall_ethnicity,37.1,2020
20-24,overall_sex,2020-01-01,Perlis,overall_ethnicity,32.3,2020
25-29,overall_sex,2020-01-01,Perlis,overall_ethnicity,20.9,2020
30-34,overall_sex,2020-01-01,Perlis,overall_ethnicity,19.6,2020
35-39,overall_sex,2020-01-01,Perlis,overall_ethnicity,19.3,2020
40-44,overall_sex,2020-01-01,Perlis,overall_ethnicity,25.9,2020
45-49,overall_sex,2020-01-01,Perlis,overall_ethnicity,13.1,2020
50-54,overall_sex,2020-01-01,Perlis,overall_ethnicity,12.5,2020
55-59,overall_sex,2020-01-01,Perlis,overall_ethnicity,13.0,2020
60-64,overall_sex,2020-01-01,Perlis,overall_ethnicity,10.5,2020
65-69,overall_sex,2020-01-01,Perlis,overall_ethnicity,9.3,2020
70-74,overall_sex,2020-01-01,Perlis,overall_ethnicity,6.0,2020
75-79,overall_sex,2020-01-01,Perlis,overall_ethnicity,3.5,2020
80-84,overall_sex,2020-01-01,Perlis,overall_ethnicity,2.2,2020
85+,overall_sex,2020-01-01,Perlis,overall_ethnicity,1.4,2020
overall_age,male,2020-01-01,Perlis,overall_ethnicity,142.3,2020
0-4,male,2020-01-01,Perlis,overall_ethnicity,9.9,2020
5-9,male,2020-01-01,Perlis,overall_ethnicity,10.1,2020
10-14,male,2020-01-01,Perlis,overall_ethnicity,10.3,2020
15-19,male,2020-01-01,Perlis,overall_ethnicity,19.4,2020
20-24,male,2020-01-01,Perlis,overall_ethnicity,16.0,2020
25-29,male,2020-01-01,Perlis,overall_ethnicity,11.1,2020
30-34,male,2020-01-01,Perlis,overall_ethnicity,10.1,2020
35-39,male,2020-01-01,Perlis,overall_ethnicity,9.9,2020
40-44,male,2020-01-01,Perlis,overall_ethnicity,12.7,2020
45-49,male,2020-01-01,Perlis,overall_ethnicity,5.7,2020
50-54,male,2020-01-01,Perlis,overall_ethnicity,6.0,2020
55-59,male,2020-01-01,Perlis,overall_ethnicity,6.3,2020
60-64,male,2020-01-01,Perlis,overall_ethnicity,5.0,2020
65-69,male,2020-01-01,Perlis,overall_ethnicity,4.1,2020
70-74,male,2020-01-01,Perlis,overall_ethnicity,2.9,2020
75-79,male,2020-01-01,Perlis,overall_ethnicity,1.6,2020
80-84,male,2020-01-01,Perlis,overall_ethnicity,0.9,2020
85+,male,2020-01-01,Perlis,overall_ethnicity,0.5,2020
overall_age,female,2020-01-01,Perlis,overall_ethnicity,142.5,2020
0-4,female,2020-01-01,Perlis,overall_ethnicity,9.3,2020
5-9,female,2020-01-01,Perlis,overall_ethnicity,9.3,2020
10-14,female,2020-01-01,Perlis,overall_ethnicity,9.4,2020
15-19,female,2020-01-01,Perlis,overall_ethnicity,17.7,2020
20-24,female,2020-01-01,Perlis,overall_ethnicity,16.3,2020
25-29,female,2020-01-01,Perlis,overall_ethnicity,9.8,2020
30-34,female,2020-01-01,Perlis,overall_ethnicity,9.5,2020
35-39,female,2020-01-01,Perlis,overall_ethnicity,9.5,2020
40-44,female,2020-01-01,Perlis,overall_ethnicity,13.2,2020
45-49,female,2020-01-01,Perlis,overall_ethnicity,7.4,2020
50-54,female,2020-01-01,Perlis,overall_ethnicity,6.5,2020
55-59,female,2020-01-01,Perlis,overall_ethnicity,6.7,2020
60-64,female,2020-01-01,Perlis,overall_ethnicity,5.5,2020
65-69,female,2020-01-01,Perlis,overall_ethnicity,5.2,2020
70-74,female,2020-01-01,Perlis,overall_ethnicity,3.2,2020
75-79,female,2020-01-01,Perlis,overall_ethnicity,1.9,2020
80-84,female,2020-01-01,Perlis,overall_ethnicity,1.3,2020
85+,female,2020-01-01,Perlis,overall_ethnicity,0.9,2020
overall_age,overall_sex,2020-01-01,Pulau Pinang,overall_ethnicity,1740.4,2020
0-4,overall_sex,2020-01-01,Pulau Pinang,overall_ethnicity,117.6,2020
5-9,overall_sex,2020-01-01,Pulau Pinang,overall_ethnicity,117.0,2020
10-14,overall_sex,2020-01-01,Pulau Pinang,overall_ethnicity,115.2,2020
15-19,overall_sex,2020-01-01,Pulau Pinang,overall_ethnicity,127.7,2020
20-24,overall_sex,2020-01-01,Pulau Pinang,overall_ethnicity,162.3,2020
25-29,overall_sex,2020-01-01,Pulau Pinang,overall_ethnicity,175.0,2020
30-34,overall_sex,2020-01-01,Pulau Pinang,overall_ethnicity,153.7,2020
35-39,overall_sex,2020-01-01,Pulau Pinang,overall_ethnicity,147.6,2020
40-44,overall_sex,2020-01-01,Pulau Pinang,overall_ethnicity,119.8,2020
45-49,overall_sex,2020-01-01,Pulau Pinang,overall_ethnicity,113.3,2020
50-54,overall_sex,2020-01-01,Pulau Pinang,overall_ethnicity,105.0,2020
55-59,overall_sex,2020-01-01,Pulau Pinang,overall_ethnicity,91.4,2020
60-64,overall_sex,2020-01-01,Pulau Pinang,overall_ethnicity,79.8,2020
65-69,overall_sex,2020-01-01,Pulau Pinang,overall_ethnicity,52.3,2020
70-74,overall_sex,2020-01-01,Pulau Pinang,overall_ethnicity,32.0,2020
75-79,overall_sex,2020-01-01,Pulau Pinang,overall_ethnicity,16.5,2020
80-84,overall_sex,2020-01-01,Pulau Pinang,overall_ethnicity,9.2,2020
85+,overall_sex,2020-01-01,Pulau Pinang,overall_ethnicity,5.1,2020
overall_age,male,2020-01-01,Pulau Pinang,overall_ethnicity,892.6,2020
0-4,male,2020-01-01,Pulau Pinang,overall_ethnicity,61.6,2020
5-9,male,2020-01-01,Pulau Pinang,overall_ethnicity,62.4,2020
10-14,male,2020-01-01,Pulau Pinang,overall_ethnicity,61.4,2020
15-19,male,2020-01-01,Pulau Pinang,overall_ethnicity,65.3,2020
20-24,male,2020-01-01,Pulau Pinang,overall_ethnicity,84.4,2020
25-29,male,2020-01-01,Pulau Pinang,overall_ethnicity,92.3,2020
30-34,male,2020-01-01,Pulau Pinang,overall_ethnicity,76.9,2020
35-39,male,2020-01-01,Pulau Pinang,overall_ethnicity,75.9,2020
40-44,male,2020-01-01,Pulau Pinang,overall_ethnicity,62.2,2020
45-49,male,2020-01-01,Pulau Pinang,overall_ethnicity,57.7,2020
50-54,male,2020-01-01,Pulau Pinang,overall_ethnicity,52.6,2020
55-59,male,2020-01-01,Pulau Pinang,overall_ethnicity,46.0,2020
60-64,male,2020-01-01,Pulau Pinang,overall_ethnicity,39.7,2020
65-69,male,2020-01-01,Pulau Pinang,overall_ethnicity,25.4,2020
70-74,male,2020-01-01,Pulau Pinang,overall_ethnicity,15.5,2020
75-79,male,2020-01-01,Pulau Pinang,overall_ethnicity,7.7,2020
80-84,male,2020-01-01,Pulau Pinang,overall_ethnicity,3.9,2020
85+,male,2020-01-01,Pulau Pinang,overall_ethnicity,1.7,2020
overall_age,female,2020-01-01,Pulau Pinang,overall_ethnicity,847.9,2020
0-4,female,2020-01-01,Pulau Pinang,overall_ethnicity,56.0,2020
5-9,female,2020-01-01,Pulau Pinang,overall_ethnicity,54.6,2020
10-14,female,2020-01-01,Pulau Pinang,overall_ethnicity,53.8,2020
15-19,female,2020-01-01,Pulau Pinang,overall_ethnicity,62.4,2020
20-24,female,2020-01-01,Pulau Pinang,overall_ethnicity,78.0,2020
25-29,female,2020-01-01,Pulau Pinang,overall_ethnicity,82.7,2020
30-34,female,2020-01-01,Pulau Pinang,overall_ethnicity,76.8,2020
35-39,female,2020-01-01,Pulau Pinang,overall_ethnicity,71.7,2020
40-44,female,2020-01-01,Pulau Pinang,overall_ethnicity,57.6,2020
45-49,female,2020-01-01,Pulau Pinang,overall_ethnicity,55.6,2020
50-54,female,2020-01-01,Pulau Pinang,overall_ethnicity,52.4,2020
55-59,female,2020-01-01,Pulau Pinang,overall_ethnicity,45.4,2020
60-64,female,2020-01-01,Pulau Pinang,overall_ethnicity,40.1,2020
65-69,female,2020-01-01,Pulau Pinang,overall_ethnicity,26.9,2020
70-74,female,2020-01-01,Pulau Pinang,overall_ethnicity,16.5,2020
75-79,female,2020-01-01,Pulau Pinang,overall_ethnicity,8.8,2020
80-84,female,2020-01-01,Pulau Pinang,overall_ethnicity,5.3,2020
85+,female,2020-01-01,Pulau Pinang,overall_ethnicity,3.3,2020
overall_age,overall_sex,2020-01-01,Sabah,overall_ethnicity,3418.8,2020
0-4,overall_sex,2020-01-01,Sabah,overall_ethnicity,291.2,2020
5-9,overall_sex,2020-01-01,Sabah,overall_ethnicity,280.8,2020
10-14,overall_sex,2020-01-01,Sabah,overall_ethnicity,335.1,2020
15-19,overall_sex,2020-01-01,Sabah,overall_ethnicity,351.4,2020
20-24,overall_sex,2020-01-01,Sabah,overall_ethnicity,349.5,2020
25-29,overall_sex,2020-01-01,Sabah,overall_ethnicity,374.3,2020
30-34,overall_sex,2020-01-01,Sabah,overall_ethnicity,302.5,2020
35-39,overall_sex,2020-01-01,Sabah,overall_ethnicity,276.2,2020
40-44,overall_sex,2020-01-01,Sabah,overall_ethnicity,191.8,2020
45-49,overall_sex,2020-01-01,Sabah,overall_ethnicity,155.3,2020
50-54,overall_sex,2020-01-01,Sabah,overall_ethnicity,128.8,2020
55-59,overall_sex,2020-01-01,Sabah,overall_ethnicity,105.2,2020
60-64,overall_sex,2020-01-01,Sabah,overall_ethnicity,84.7,2020
65-69,overall_sex,2020-01-01,Sabah,overall_ethnicity,87.6,2020
70-74,overall_sex,2020-01-01,Sabah,overall_ethnicity,46.6,2020
75-79,overall_sex,2020-01-01,Sabah,overall_ethnicity,28.4,2020
80-84,overall_sex,2020-01-01,Sabah,overall_ethnicity,15.0,2020
85+,overall_sex,2020-01-01,Sabah,overall_ethnicity,14.4,2020
overall_age,male,2020-01-01,Sabah,overall_ethnicity,1779.8,2020
0-4,male,2020-01-01,Sabah,overall_ethnicity,151.6,2020
5-9,male,2020-01-01,Sabah,overall_ethnicity,144.2,2020
10-14,male,2020-01-01,Sabah,overall_ethnicity,171.3,2020
15-19,male,2020-01-01,Sabah,overall_ethnicity,189.1,2020
20-24,male,2020-01-01,Sabah,overall_ethnicity,181.7,2020
25-29,male,2020-01-01,Sabah,overall_ethnicity,194.4,2020
30-34,male,2020-01-01,Sabah,overall_ethnicity,156.5,2020
35-39,male,2020-01-01,Sabah,overall_ethnicity,144.6,2020
40-44,male,2020-01-01,Sabah,overall_ethnicity,99.8,2020
45-49,male,2020-01-01,Sabah,overall_ethnicity,80.8,2020
50-54,male,2020-01-01,Sabah,overall_ethnicity,67.8,2020
55-59,male,2020-01-01,Sabah,overall_ethnicity,54.7,2020
60-64,male,2020-01-01,Sabah,overall_ethnicity,45.8,2020
65-69,male,2020-01-01,Sabah,overall_ethnicity,45.0,2020
70-74,male,2020-01-01,Sabah,overall_ethnicity,23.6,2020
75-79,male,2020-01-01,Sabah,overall_ethnicity,14.3,2020
80-84,male,2020-01-01,Sabah,overall_ethnicity,7.1,2020
85+,male,2020-01-01,Sabah,overall_ethnicity,7.5,2020
overall_age,female,2020-01-01,Sabah,overall_ethnicity,1639.0,2020
0-4,female,2020-01-01,Sabah,overall_ethnicity,139.6,2020
5-9,female,2020-01-01,Sabah,overall_ethnicity,136.6,2020
10-14,female,2020-01-01,Sabah,overall_ethnicity,163.8,2020
15-19,female,2020-01-01,Sabah,overall_ethnicity,162.3,2020
20-24,female,2020-01-01,Sabah,overall_ethnicity,167.8,2020
25-29,female,2020-01-01,Sabah,overall_ethnicity,179.9,2020
30-34,female,2020-01-01,Sabah,overall_ethnicity,146.0,2020
35-39,female,2020-01-01,Sabah,overall_ethnicity,131.6,2020
40-44,female,2020-01-01,Sabah,overall_ethnicity,92.0,2020
45-49,female,2020-01-01,Sabah,overall_ethnicity,74.5,2020
50-54,female,2020-01-01,Sabah,overall_ethnicity,61.0,2020
55-59,female,2020-01-01,Sabah,overall_ethnicity,50.5,2020
60-64,female,2020-01-01,Sabah,overall_ethnicity,38.8,2020
65-69,female,2020-01-01,Sabah,overall_ethnicity,42.6,2020
70-74,female,2020-01-01,Sabah,overall_ethnicity,23.0,2020
75-79,female,2020-01-01,Sabah,overall_ethnicity,14.1,2020
80-84,female,2020-01-01,Sabah,overall_ethnicity,7.9,2020
85+,female,2020-01-01,Sabah,overall_ethnicity,6.9,2020
overall_age,overall_sex,2020-01-01,Sarawak,overall_ethnicity,2453.7,2020
0-4,overall_sex,2020-01-01,Sarawak,overall_ethnicity,155.8,2020
5-9,overall_sex,2020-01-01,Sarawak,overall_ethnicity,182.7,2020
10-14,overall_sex,2020-01-01,Sarawak,overall_ethnicity,201.8,2020
15-19,overall_sex,2020-01-01,Sarawak,overall_ethnicity,213.1,2020
20-24,overall_sex,2020-01-01,Sarawak,overall_ethnicity,210.8,2020
25-29,overall_sex,2020-01-01,Sarawak,overall_ethnicity,222.6,2020
30-34,overall_sex,2020-01-01,Sarawak,overall_ethnicity,211.0,2020
35-39,overall_sex,2020-01-01,Sarawak,overall_ethnicity,188.0,2020
40-44,overall_sex,2020-01-01,Sarawak,overall_ethnicity,164.3,2020
45-49,overall_sex,2020-01-01,Sarawak,overall_ethnicity,153.5,2020
50-54,overall_sex,2020-01-01,Sarawak,overall_ethnicity,138.7,2020
55-59,overall_sex,2020-01-01,Sarawak,overall_ethnicity,128.6,2020
60-64,overall_sex,2020-01-01,Sarawak,overall_ethnicity,98.0,2020
65-69,overall_sex,2020-01-01,Sarawak,overall_ethnicity,76.4,2020
70-74,overall_sex,2020-01-01,Sarawak,overall_ethnicity,50.0,2020
75-79,overall_sex,2020-01-01,Sarawak,overall_ethnicity,30.3,2020
80-84,overall_sex,2020-01-01,Sarawak,overall_ethnicity,16.7,2020
85+,overall_sex,2020-01-01,Sarawak,overall_ethnicity,11.4,2020
overall_age,male,2020-01-01,Sarawak,overall_ethnicity,1269.6,2020
0-4,male,2020-01-01,Sarawak,overall_ethnicity,80.0,2020
5-9,male,2020-01-01,Sarawak,overall_ethnicity,94.6,2020
10-14,male,2020-01-01,Sarawak,overall_ethnicity,105.6,2020
15-19,male,2020-01-01,Sarawak,overall_ethnicity,110.1,2020
20-24,male,2020-01-01,Sarawak,overall_ethnicity,110.1,2020
25-29,male,2020-01-01,Sarawak,overall_ethnicity,118.5,2020
30-34,male,2020-01-01,Sarawak,overall_ethnicity,112.9,2020
35-39,male,2020-01-01,Sarawak,overall_ethnicity,99.5,2020
40-44,male,2020-01-01,Sarawak,overall_ethnicity,84.8,2020
45-49,male,2020-01-01,Sarawak,overall_ethnicity,78.7,2020
50-54,male,2020-01-01,Sarawak,overall_ethnicity,70.2,2020
55-59,male,2020-01-01,Sarawak,overall_ethnicity,65.8,2020
60-64,male,2020-01-01,Sarawak,overall_ethnicity,49.0,2020
65-69,male,2020-01-01,Sarawak,overall_ethnicity,38.6,2020
70-74,male,2020-01-01,Sarawak,overall_ethnicity,24.5,2020
75-79,male,2020-01-01,Sarawak,overall_ethnicity,14.7,2020
80-84,male,2020-01-01,Sarawak,overall_ethnicity,7.4,2020
85+,male,2020-01-01,Sarawak,overall_ethnicity,4.6,2020
overall_age,female,2020-01-01,Sarawak,overall_ethnicity,1184.1,2020
0-4,female,2020-01-01,Sarawak,overall_ethnicity,75.8,2020
5-9,female,2020-01-01,Sarawak,overall_ethnicity,88.1,2020
10-14,female,2020-01-01,Sarawak,overall_ethnicity,96.2,2020
15-19,female,2020-01-01,Sarawak,overall_ethnicity,103.0,2020
20-24,female,2020-01-01,Sarawak,overall_ethnicity,100.8,2020
25-29,female,2020-01-01,Sarawak,overall_ethnicity,104.2,2020
30-34,female,2020-01-01,Sarawak,overall_ethnicity,98.1,2020
35-39,female,2020-01-01,Sarawak,overall_ethnicity,88.5,2020
40-44,female,2020-01-01,Sarawak,overall_ethnicity,79.5,2020
45-49,female,2020-01-01,Sarawak,overall_ethnicity,74.8,2020
50-54,female,2020-01-01,Sarawak,overall_ethnicity,68.5,2020
55-59,female,2020-01-01,Sarawak,overall_ethnicity,62.8,2020
60-64,female,2020-01-01,Sarawak,overall_ethnicity,49.0,2020
65-69,female,2020-01-01,Sarawak,overall_ethnicity,37.8,2020
70-74,female,2020-01-01,Sarawak,overall_ethnicity,25.5,2020
75-79,female,2020-01-01,Sarawak,overall_ethnicity,15.6,2020
80-84,female,2020-01-01,Sarawak,overall_ethnicity,9.2,2020
85+,female,2020-01-01,Sarawak,overall_ethnicity,6.8,2020
overall_age,overall_sex,2020-01-01,Selangor,overall_ethnicity,6994.4,2020
0-4,overall_sex,2020-01-01,Selangor,overall_ethnicity,532.4,2020
5-9,overall_sex,2020-01-01,Selangor,overall_ethnicity,541.1,2020
10-14,overall_sex,2020-01-01,Selangor,overall_ethnicity,476.1,2020
15-19,overall_sex,2020-01-01,Selangor,overall_ethnicity,526.7,2020
20-24,overall_sex,2020-01-01,Selangor,overall_ethnicity,561.1,2020
25-29,overall_sex,2020-01-01,Selangor,overall_ethnicity,624.1,2020
30-34,overall_sex,2020-01-01,Selangor,overall_ethnicity,738.7,2020
35-39,overall_sex,2020-01-01,Selangor,overall_ethnicity,681.7,2020
40-44,overall_sex,2020-01-01,Selangor,overall_ethnicity,509.0,2020
45-49,overall_sex,2020-01-01,Selangor,overall_ethnicity,429.3,2020
50-54,overall_sex,2020-01-01,Selangor,overall_ethnicity,358.7,2020
55-59,overall_sex,2020-01-01,Selangor,overall_ethnicity,301.1,2020
60-64,overall_sex,2020-01-01,Selangor,overall_ethnicity,231.8,2020
65-69,overall_sex,2020-01-01,Selangor,overall_ethnicity,208.1,2020
70-74,overall_sex,2020-01-01,Selangor,overall_ethnicity,142.2,2020
75-79,overall_sex,2020-01-01,Selangor,overall_ethnicity,66.3,2020
80-84,overall_sex,2020-01-01,Selangor,overall_ethnicity,36.5,2020
85+,overall_sex,2020-01-01,Selangor,overall_ethnicity,29.5,2020
overall_age,male,2020-01-01,Selangor,overall_ethnicity,3710.8,2020
0-4,male,2020-01-01,Selangor,overall_ethnicity,271.5,2020
5-9,male,2020-01-01,Selangor,overall_ethnicity,280.8,2020
10-14,male,2020-01-01,Selangor,overall_ethnicity,241.9,2020
15-19,male,2020-01-01,Selangor,overall_ethnicity,278.0,2020
20-24,male,2020-01-01,Selangor,overall_ethnicity,318.8,2020
25-29,male,2020-01-01,Selangor,overall_ethnicity,351.8,2020
30-34,male,2020-01-01,Selangor,overall_ethnicity,391.9,2020
35-39,male,2020-01-01,Selangor,overall_ethnicity,359.5,2020
40-44,male,2020-01-01,Selangor,overall_ethnicity,276.5,2020
45-49,male,2020-01-01,Selangor,overall_ethnicity,229.0,2020
50-54,male,2020-01-01,Selangor,overall_ethnicity,189.0,2020
55-59,male,2020-01-01,Selangor,overall_ethnicity,159.3,2020
60-64,male,2020-01-01,Selangor,overall_ethnicity,121.3,2020
65-69,male,2020-01-01,Selangor,overall_ethnicity,107.7,2020
70-74,male,2020-01-01,Selangor,overall_ethnicity,67.5,2020
75-79,male,2020-01-01,Selangor,overall_ethnicity,32.0,2020
80-84,male,2020-01-01,Selangor,overall_ethnicity,17.6,2020
85+,male,2020-01-01,Selangor,overall_ethnicity,16.6,2020
overall_age,female,2020-01-01,Selangor,overall_ethnicity,3283.7,2020
0-4,female,2020-01-01,Selangor,overall_ethnicity,260.9,2020
5-9,female,2020-01-01,Selangor,overall_ethnicity,260.3,2020
10-14,female,2020-01-01,Selangor,overall_ethnicity,234.2,2020
15-19,female,2020-01-01,Selangor,overall_ethnicity,248.6,2020
20-24,female,2020-01-01,Selangor,overall_ethnicity,242.2,2020
25-29,female,2020-01-01,Selangor,overall_ethnicity,272.3,2020
30-34,female,2020-01-01,Selangor,overall_ethnicity,346.8,2020
35-39,female,2020-01-01,Selangor,overall_ethnicity,322.2,2020
40-44,female,2020-01-01,Selangor,overall_ethnicity,232.5,2020
45-49,female,2020-01-01,Selangor,overall_ethnicity,200.4,2020
50-54,female,2020-01-01,Selangor,overall_ethnicity,169.7,2020
55-59,female,2020-01-01,Selangor,overall_ethnicity,141.8,2020
60-64,female,2020-01-01,Selangor,overall_ethnicity,110.5,2020
65-69,female,2020-01-01,Selangor,overall_ethnicity,100.4,2020
70-74,female,2020-01-01,Selangor,overall_ethnicity,74.7,2020
75-79,female,2020-01-01,Selangor,overall_ethnicity,34.3,2020
80-84,female,2020-01-01,Selangor,overall_ethnicity,18.9,2020
85+,female,2020-01-01,Selangor,overall_ethnicity,12.9,2020
overall_age,overall_sex,2020-01-01,Terengganu,overall_ethnicity,1149.4,2020
0-4,overall_sex,2020-01-01,Terengganu,overall_ethnicity,109.4,2020
5-9,overall_sex,2020-01-01,Terengganu,overall_ethnicity,109.6,2020
10-14,overall_sex,2020-01-01,Terengganu,overall_ethnicity,110.1,2020
15-19,overall_sex,2020-01-01,Terengganu,overall_ethnicity,112.8,2020
20-24,overall_sex,2020-01-01,Terengganu,overall_ethnicity,107.7,2020
25-29,overall_sex,2020-01-01,Terengganu,overall_ethnicity,92.1,2020
30-34,overall_sex,2020-01-01,Terengganu,overall_ethnicity,90.1,2020
35-39,overall_sex,2020-01-01,Terengganu,overall_ethnicity,86.5,2020
40-44,overall_sex,2020-01-01,Terengganu,overall_ethnicity,67.1,2020
45-49,overall_sex,2020-01-01,Terengganu,overall_ethnicity,58.9,2020
50-54,overall_sex,2020-01-01,Terengganu,overall_ethnicity,52.3,2020
55-59,overall_sex,2020-01-01,Terengganu,overall_ethnicity,50.5,2020
60-64,overall_sex,2020-01-01,Terengganu,overall_ethnicity,39.1,2020
65-69,overall_sex,2020-01-01,Terengganu,overall_ethnicity,27.4,2020
70-74,overall_sex,2020-01-01,Terengganu,overall_ethnicity,17.0,2020
75-79,overall_sex,2020-01-01,Terengganu,overall_ethnicity,10.3,2020
80-84,overall_sex,2020-01-01,Terengganu,overall_ethnicity,6.0,2020
85+,overall_sex,2020-01-01,Terengganu,overall_ethnicity,2.6,2020
overall_age,male,2020-01-01,Terengganu,overall_ethnicity,587.9,2020
0-4,male,2020-01-01,Terengganu,overall_ethnicity,55.3,2020
5-9,male,2020-01-01,Terengganu,overall_ethnicity,56.3,2020
10-14,male,2020-01-01,Terengganu,overall_ethnicity,56.9,2020
15-19,male,2020-01-01,Terengganu,overall_ethnicity,58.4,2020
20-24,male,2020-01-01,Terengganu,overall_ethnicity,55.1,2020
25-29,male,2020-01-01,Terengganu,overall_ethnicity,49.2,2020
30-34,male,2020-01-01,Terengganu,overall_ethnicity,47.8,2020
35-39,male,2020-01-01,Terengganu,overall_ethnicity,46.0,2020
40-44,male,2020-01-01,Terengganu,overall_ethnicity,35.1,2020
45-49,male,2020-01-01,Terengganu,overall_ethnicity,29.5,2020
50-54,male,2020-01-01,Terengganu,overall_ethnicity,25.3,2020
55-59,male,2020-01-01,Terengganu,overall_ethnicity,24.6,2020
60-64,male,2020-01-01,Terengganu,overall_ethnicity,18.9,2020
65-69,male,2020-01-01,Terengganu,overall_ethnicity,13.4,2020
70-74,male,2020-01-01,Terengganu,overall_ethnicity,8.4,2020
75-79,male,2020-01-01,Terengganu,overall_ethnicity,4.5,2020
80-84,male,2020-01-01,Terengganu,overall_ethnicity,2.3,2020
85+,male,2020-01-01,Terengganu,overall_ethnicity,0.9,2020
overall_age,female,2020-01-01,Terengganu,overall_ethnicity,561.6,2020
0-4,female,2020-01-01,Terengganu,overall_ethnicity,54.1,2020
5-9,female,2020-01-01,Terengganu,overall_ethnicity,53.3,2020
10-14,female,2020-01-01,Terengganu,overall_ethnicity,53.2,2020
15-19,female,2020-01-01,Terengganu,overall_ethnicity,54.4,2020
20-24,female,2020-01-01,Terengganu,overall_ethnicity,52.6,2020
25-29,female,2020-01-01,Terengganu,overall_ethnicity,42.9,2020
30-34,female,2020-01-01,Terengganu,overall_ethnicity,42.3,2020
35-39,female,2020-01-01,Terengganu,overall_ethnicity,40.5,2020
40-44,female,2020-01-01,Terengganu,overall_ethnicity,32.0,2020
45-49,female,2020-01-01,Terengganu,overall_ethnicity,29.4,2020
50-54,female,2020-01-01,Terengganu,overall_ethnicity,27.1,2020
55-59,female,2020-01-01,Terengganu,overall_ethnicity,25.8,2020
60-64,female,2020-01-01,Terengganu,overall_ethnicity,20.2,2020
65-69,female,2020-01-01,Terengganu,overall_ethnicity,14.0,2020
70-74,female,2020-01-01,Terengganu,overall_ethnicity,8.6,2020
75-79,female,2020-01-01,Terengganu,overall_ethnicity,5.7,2020
80-84,female,2020-01-01,Terengganu,overall_ethnicity,3.6,2020
85+,female,2020-01-01,Terengganu,overall_ethnicity,1.7,2020
overall_age,overall_sex,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,1982.1,2020
0-4,overall_sex,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,129.1,2020
5-9,overall_sex,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,125.9,2020
10-14,overall_sex,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,140.8,2020
15-19,overall_sex,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,134.8,2020
20-24,overall_sex,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,116.2,2020
25-29,overall_sex,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,183.7,2020
30-34,overall_sex,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,224.3,2020
35-39,overall_sex,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,250.9,2020
40-44,overall_sex,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,187.7,2020
45-49,overall_sex,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,143.5,2020
50-54,overall_sex,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,85.9,2020
55-59,overall_sex,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,78.0,2020
60-64,overall_sex,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,50.9,2020
65-69,overall_sex,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,52.2,2020
70-74,overall_sex,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,37.5,2020
75-79,overall_sex,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,21.6,2020
80-84,overall_sex,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,11.5,2020
85+,overall_sex,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,7.5,2020
overall_age,male,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,1058.9,2020
0-4,male,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,65.5,2020
5-9,male,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,66.5,2020
10-14,male,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,72.9,2020
15-19,male,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,71.4,2020
20-24,male,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,61.9,2020
25-29,male,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,98.6,2020
30-34,male,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,123.3,2020
35-39,male,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,140.0,2020
40-44,male,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,103.9,2020
45-49,male,2020-01-01,W.P. Kuala Lumpur,overall_ethnicity,81.1,2020
