date,index,state,division
2011-01-01,101.6,Pahang,overall
2011-02-01,102.0,Pahang,overall
2011-03-01,102.1,Pahang,overall
2011-04-01,102.5,Pahang,overall
2011-05-01,102.8,Pahang,overall
2011-06-01,103.1,Pahang,overall
2011-07-01,103.3,Pahang,overall
2011-08-01,103.4,Pahang,overall
2011-09-01,103.6,Pahang,overall
2011-10-01,104.0,Pahang,overall
2011-11-01,104.0,Pahang,overall
2011-12-01,104.2,Pahang,overall
2012-01-01,104.4,Pahang,overall
2012-02-01,104.4,Pahang,overall
2012-03-01,104.4,Pahang,overall
2012-04-01,104.4,Pahang,overall
2012-05-01,104.8,Pahang,overall
2012-06-01,104.9,Pahang,overall
2012-07-01,105.0,Pahang,overall
2012-08-01,105.0,Pahang,overall
2012-09-01,105.3,Pahang,overall
2012-10-01,105.4,Pahang,overall
2012-11-01,105.8,Pahang,overall
