Year,Population_Thousands
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1974,12001.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1975,12300.3
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1976,12588.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1977,12901.1
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1978,13200.2
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1979,13518.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1980,13879.3
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
1981,14256.9
